file	main
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_ami_eval_enr15_test15_clean	16.26
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_ami_eval_enr15_test30_clean	10.11
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_ami_eval_enr15_test5_clean	23.56
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_ami_eval_enr30_clean	25.59
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_ami_eval_enr30_sub_clean	24.93
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_ami_eval_enr30_test15_clean	12.91
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_ami_eval_enr30_test30_clean	6.37
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_ami_eval_enr30_test5_clean	21.10
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_ami_eval_enr5_clean	31.77
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_ami_eval_enr5_sub_clean	32.21
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_ami_eval_enr5_test15_clean	23.72
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_ami_eval_enr5_test30_clean	19.23
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_ami_eval_enr5_test5_clean	28.90
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_babytrain_dev_enr15_clean	48.12
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_babytrain_dev_enr15_sub_clean	44.65
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_babytrain_dev_enr15_test15_clean	44.43
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_babytrain_dev_enr15_test30_clean	36.64
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_babytrain_dev_enr15_test5_clean	47.77
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_babytrain_dev_enr30_clean	46.12
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_babytrain_dev_enr30_sub_clean	44.10
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_babytrain_dev_enr30_test15_clean	47.78
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_babytrain_dev_enr30_test30_clean	50.00
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_babytrain_dev_enr30_test5_clean	46.39
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_babytrain_dev_enr5_clean	46.49
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_babytrain_dev_enr5_sub_clean	45.98
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_babytrain_dev_enr5_test15_clean	41.80
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_babytrain_dev_enr5_test30_clean	32.77
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_babytrain_dev_enr5_test5_clean	45.99
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_babytrain_eval_enr15_clean	49.25
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_babytrain_eval_enr15_sub_clean	44.06
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_babytrain_eval_enr15_test15_clean	49.94
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_babytrain_eval_enr15_test30_clean	50.00
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_babytrain_eval_enr15_test5_clean	49.30
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_babytrain_eval_enr30_clean	35.61
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_babytrain_eval_enr30_sub_clean	30.58
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_babytrain_eval_enr30_test15_clean	29.96
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_babytrain_eval_enr30_test30_clean	20.23
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_babytrain_eval_enr30_test5_clean	35.32
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_babytrain_eval_enr5_clean	48.91
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_babytrain_eval_enr5_sub_clean	43.31
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_babytrain_eval_enr5_test15_clean	49.44
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_babytrain_eval_enr5_test30_clean	49.63
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_babytrain_eval_enr5_test5_clean	48.92
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_dev_enr30_clean	30.56
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_dev_enr30_clo_clean	30.24
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_dev_enr30_far_clean	28.08
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_dev_enr30_test15_clean	30.23
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_dev_enr30_test15_clo_clean	29.64
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_dev_enr30_test15_far_clean	27.68
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_dev_enr30_test15_tv_clean	37.71
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_dev_enr30_test30_clean	30.38
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_dev_enr30_test30_clo_clean	29.60
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_dev_enr30_test30_far_clean	27.55
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_dev_enr30_test30_tv_clean	38.62
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_dev_enr30_test5_clean	30.00
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_dev_enr30_test5_clo_clean	29.60
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_dev_enr30_test5_far_clean	27.47
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_dev_enr30_test5_tv_clean	37.20
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_dev_enr30_tv_clean	37.55
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_clean	30.79
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_clo_clean	30.40
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_clofarwall_clean	22.68
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_clomed_clean	33.68
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_far_clean	36.04
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_med_clean	33.83
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_test15_clean	30.33
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_test15_clo_clean	30.51
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_test15_clofarwall_clean	22.20
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_test15_clomed_clean	32.93
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_test15_far_clean	35.46
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_test15_med_clean	33.56
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_test15_tv_clean	29.46
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_test30_clean	29.94
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_test30_clo_clean	30.81
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_test30_clofarwall_clean	21.81
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_test30_clomed_clean	32.51
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_test30_far_clean	34.79
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_test30_med_clean	33.32
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_test30_tv_clean	28.98
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_test5_clean	30.52
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_test5_clo_clean	30.54
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_test5_clofarwall_clean	22.25
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_test5_clomed_clean	33.39
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_test5_far_clean	35.81
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_test5_med_clean	33.75
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_test5_tv_clean	29.51
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_tv_clean	29.79
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_ami_dev_enr15_clean	24.02
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_ami_dev_enr15_sub_clean	24.99
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_ami_dev_enr15_test15_clean	14.21
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_ami_dev_enr15_test30_clean	8.97
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_ami_dev_enr15_test5_clean	20.85
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_ami_dev_enr30_clean	22.09
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_ami_dev_enr30_sub_clean	20.52
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_ami_dev_enr30_test15_clean	11.34
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_ami_dev_enr30_test30_clean	5.61
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_ami_dev_enr30_test5_clean	18.53
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_ami_dev_enr5_clean	28.43
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_ami_dev_enr5_sub_clean	26.35
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_ami_dev_enr5_test15_clean	20.91
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_ami_dev_enr5_test30_clean	16.82
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_ami_dev_enr5_test5_clean	26.05
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_ami_eval_enr15_clean	27.54
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_ami_eval_enr15_sub_clean	26.77
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_ami_eval_enr15_test15_clean	16.26
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_ami_eval_enr15_test30_clean	10.11
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_ami_eval_enr15_test5_clean	23.56
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_ami_eval_enr30_clean	25.59
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_ami_eval_enr30_sub_clean	24.93
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_ami_eval_enr30_test15_clean	12.91
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_ami_eval_enr30_test30_clean	6.37
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_ami_eval_enr30_test5_clean	21.10
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_ami_eval_enr5_clean	31.77
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_ami_eval_enr5_sub_clean	32.21
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_ami_eval_enr5_test15_clean	23.72
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_ami_eval_enr5_test30_clean	19.23
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_ami_eval_enr5_test5_clean	28.90
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_babytrain_dev_enr15_clean	46.47
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_babytrain_dev_enr15_sub_clean	46.39
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_babytrain_dev_enr15_test15_clean	48.00
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_babytrain_dev_enr15_test30_clean	50.00
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_babytrain_dev_enr15_test5_clean	46.73
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_babytrain_dev_enr30_clean	46.12
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_babytrain_dev_enr30_sub_clean	44.10
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_babytrain_dev_enr30_test15_clean	47.78
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_babytrain_dev_enr30_test30_clean	50.00
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_babytrain_dev_enr30_test5_clean	46.39
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_babytrain_dev_enr5_clean	46.96
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_babytrain_dev_enr5_sub_clean	45.90
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_babytrain_dev_enr5_test15_clean	48.51
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_babytrain_dev_enr5_test30_clean	50.00
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_babytrain_dev_enr5_test5_clean	47.25
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_babytrain_eval_enr15_clean	37.49
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_babytrain_eval_enr15_sub_clean	30.99
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_babytrain_eval_enr15_test15_clean	32.09
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_babytrain_eval_enr15_test30_clean	22.49
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_babytrain_eval_enr15_test5_clean	37.22
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_babytrain_eval_enr30_clean	35.61
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_babytrain_eval_enr30_sub_clean	30.58
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_babytrain_eval_enr30_test15_clean	29.96
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_babytrain_eval_enr30_test30_clean	20.23
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_babytrain_eval_enr30_test5_clean	35.32
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_babytrain_eval_enr5_clean	40.07
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_babytrain_eval_enr5_sub_clean	36.44
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_babytrain_eval_enr5_test15_clean	35.25
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_babytrain_eval_enr5_test30_clean	26.80
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_babytrain_eval_enr5_test5_clean	39.85
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_dev_enr30_clean	30.56
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_dev_enr30_clo_clean	30.24
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_dev_enr30_far_clean	28.08
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_dev_enr30_test15_clean	30.23
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_dev_enr30_test15_clo_clean	29.64
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_dev_enr30_test15_far_clean	27.68
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_dev_enr30_test15_tv_clean	37.71
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_dev_enr30_test30_clean	30.38
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_dev_enr30_test30_clo_clean	29.60
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_dev_enr30_test30_far_clean	27.55
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_dev_enr30_test30_tv_clean	38.62
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_dev_enr30_test5_clean	30.00
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_dev_enr30_test5_clo_clean	29.60
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_dev_enr30_test5_far_clean	27.47
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_dev_enr30_test5_tv_clean	37.20
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_dev_enr30_tv_clean	37.55
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_eval_enr30_clean	30.79
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_eval_enr30_clo_clean	30.40
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_eval_enr30_clofarwall_clean	22.68
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_eval_enr30_clomed_clean	33.68
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_eval_enr30_far_clean	36.04
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_eval_enr30_med_clean	33.83
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_eval_enr30_test15_clean	30.33
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_eval_enr30_test15_clo_clean	30.51
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_eval_enr30_test15_clofarwall_clean	22.20
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_eval_enr30_test15_clomed_clean	32.93
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_eval_enr30_test15_far_clean	35.46
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_eval_enr30_test15_med_clean	33.56
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_eval_enr30_test15_tv_clean	29.46
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_eval_enr30_test30_clean	29.94
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_eval_enr30_test30_clo_clean	30.81
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_eval_enr30_test30_clofarwall_clean	21.81
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_eval_enr30_test30_clomed_clean	32.51
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_eval_enr30_test30_far_clean	34.79
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_eval_enr30_test30_med_clean	33.32
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_eval_enr30_test30_tv_clean	28.98
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_snorm_gtvad_jsalt19_spkdet_sri_eval_enr30_test5_clean	30.52
