file	main
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_ami_eval_enr15_clean	31.25
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_ami_eval_enr15_test15_clean	25.55
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_ami_eval_enr15_test30_clean	22.28
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_ami_eval_enr15_test5_clean	28.87
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_ami_eval_enr30_clean	28.78
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_ami_eval_enr30_test15_clean	22.55
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_ami_eval_enr30_test30_clean	19.16
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_ami_eval_enr30_test5_clean	26.09
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_ami_eval_enr5_clean	35.40
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_ami_eval_enr5_test15_clean	31.19
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_ami_eval_enr5_test30_clean	28.37
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_ami_eval_enr5_test5_clean	33.72
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_babytrain_dev_enr15_clean	29.76
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_babytrain_dev_enr15_test15_clean	25.41
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_babytrain_dev_enr15_test30_clean	21.19
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_babytrain_dev_enr15_test5_clean	28.79
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_babytrain_dev_enr30_clean	28.30
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_babytrain_dev_enr30_test15_clean	23.78
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_babytrain_dev_enr30_test30_clean	19.44
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_babytrain_dev_enr30_test5_clean	27.30
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_babytrain_dev_enr5_clean	33.14
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_babytrain_dev_enr5_test15_clean	29.46
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_babytrain_dev_enr5_test30_clean	25.70
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_babytrain_dev_enr5_test5_clean	32.32
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_babytrain_eval_enr15_clean	32.99
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_babytrain_eval_enr15_test15_clean	29.62
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_babytrain_eval_enr15_test30_clean	25.54
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_babytrain_eval_enr15_test5_clean	32.74
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_babytrain_eval_enr30_clean	29.92
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_babytrain_eval_enr30_test15_clean	26.49
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_babytrain_eval_enr30_test30_clean	22.48
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_babytrain_eval_enr30_test5_clean	29.66
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_babytrain_eval_enr5_clean	33.78
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_babytrain_eval_enr5_test15_clean	31.14
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_babytrain_eval_enr5_test30_clean	27.69
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_babytrain_eval_enr5_test5_clean	33.57
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_dev_enr30_clean	44.01
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_dev_enr30_clo_clean	44.21
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_dev_enr30_far_clean	42.97
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_dev_enr30_test15_clean	42.97
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_dev_enr30_test15_clo_clean	43.32
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_dev_enr30_test15_far_clean	41.72
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_dev_enr30_test15_tv_clean	45.34
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_dev_enr30_test30_clean	42.52
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_dev_enr30_test30_clo_clean	42.69
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_dev_enr30_test30_far_clean	41.16
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_dev_enr30_test30_tv_clean	45.45
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_dev_enr30_test5_clean	43.51
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_dev_enr30_test5_clo_clean	43.78
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_dev_enr30_test5_far_clean	42.38
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_dev_enr30_test5_tv_clean	45.69
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_dev_enr30_tv_clean	46.01
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_eval_enr30_clean	35.39
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_eval_enr30_clo_clean	32.83
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_eval_enr30_clofarwall_clean	29.36
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_eval_enr30_clomed_clean	36.24
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_eval_enr30_far_clean	38.07
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_eval_enr30_med_clean	38.26
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_eval_enr30_test15_clean	35.33
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_eval_enr30_test15_clo_clean	32.63
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_eval_enr30_test15_clofarwall_clean	29.58
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_eval_enr30_test15_clomed_clean	35.93
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_eval_enr30_test15_far_clean	37.83
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_eval_enr30_test15_med_clean	38.11
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_eval_enr30_test15_tv_clean	34.84
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_eval_enr30_test30_clean	35.90
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_eval_enr30_test30_clo_clean	32.58
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_eval_enr30_test30_clofarwall_clean	29.45
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_eval_enr30_test30_clomed_clean	36.85
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_eval_enr30_test30_far_clean	38.46
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_eval_enr30_test30_med_clean	38.74
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_eval_enr30_test30_tv_clean	35.06
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_eval_enr30_test5_clean	35.37
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_eval_enr30_test5_clo_clean	32.82
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_eval_enr30_test5_clofarwall_clean	29.31
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_eval_enr30_test5_clomed_clean	36.15
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_eval_enr30_test5_far_clean	38.04
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_eval_enr30_test5_med_clean	38.24
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_eval_enr30_test5_tv_clean	34.80
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_cal_v1_jsalt19_spkdet_sri_eval_enr30_tv_clean	34.77
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_ami_dev_enr15_clean	21.87
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_ami_dev_enr15_test15_clean	16.25
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_ami_dev_enr15_test30_clean	13.52
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_ami_dev_enr15_test5_clean	19.64
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_ami_dev_enr30_clean	20.43
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_ami_dev_enr30_test15_clean	14.58
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_ami_dev_enr30_test30_clean	11.82
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_ami_dev_enr30_test5_clean	18.08
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_ami_dev_enr5_clean	25.13
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_ami_dev_enr5_test15_clean	20.52
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_ami_dev_enr5_test30_clean	18.23
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_ami_dev_enr5_test5_clean	23.34
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_ami_eval_enr15_clean	29.41
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_ami_eval_enr15_test15_clean	23.15
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_ami_eval_enr15_test30_clean	19.99
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_ami_eval_enr15_test5_clean	26.65
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_ami_eval_enr30_clean	27.21
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_ami_eval_enr30_test15_clean	20.44
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_ami_eval_enr30_test30_clean	17.14
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_ami_eval_enr30_test5_clean	24.15
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_ami_eval_enr5_clean	33.35
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_ami_eval_enr5_test15_clean	28.49
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_ami_eval_enr5_test30_clean	25.62
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_ami_eval_enr5_test5_clean	31.31
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_babytrain_dev_enr15_clean	29.73
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_babytrain_dev_enr15_test15_clean	25.24
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_babytrain_dev_enr15_test30_clean	20.86
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_babytrain_dev_enr15_test5_clean	28.72
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_babytrain_dev_enr30_clean	28.37
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_babytrain_dev_enr30_test15_clean	23.70
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_babytrain_dev_enr30_test30_clean	19.24
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_babytrain_dev_enr30_test5_clean	27.34
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_babytrain_dev_enr5_clean	33.03
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_babytrain_dev_enr5_test15_clean	29.18
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_babytrain_dev_enr5_test30_clean	25.25
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_babytrain_dev_enr5_test5_clean	32.19
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_babytrain_eval_enr15_clean	30.90
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_babytrain_eval_enr15_test15_clean	27.36
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_babytrain_eval_enr15_test30_clean	23.31
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_babytrain_eval_enr15_test5_clean	30.63
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_babytrain_eval_enr30_clean	27.88
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_babytrain_eval_enr30_test15_clean	24.34
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_babytrain_eval_enr30_test30_clean	20.43
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_babytrain_eval_enr30_test5_clean	27.61
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_babytrain_eval_enr5_clean	31.89
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_babytrain_eval_enr5_test15_clean	29.07
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_babytrain_eval_enr5_test30_clean	25.53
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_babytrain_eval_enr5_test5_clean	31.67
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_sri_dev_enr30_clean	41.51
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_sri_dev_enr30_clo_clean	41.99
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_sri_dev_enr30_far_clean	39.86
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_sri_dev_enr30_test15_clean	39.47
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_sri_dev_enr30_test15_clo_clean	39.75
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_sri_dev_enr30_test15_far_clean	37.65
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_sri_dev_enr30_test15_tv_clean	43.44
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_sri_dev_enr30_test30_clean	39.00
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_sri_dev_enr30_test30_clo_clean	38.82
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_sri_dev_enr30_test30_far_clean	37.09
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_sri_dev_enr30_test30_tv_clean	43.33
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_sri_dev_enr30_test5_clean	40.35
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_sri_dev_enr30_test5_clo_clean	40.74
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_sri_dev_enr30_test5_far_clean	38.62
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_sri_dev_enr30_test5_tv_clean	43.86
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_sri_dev_enr30_tv_clean	44.42
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_clean	35.38
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_clo_clean	32.45
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_clofarwall_clean	28.75
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_clomed_clean	36.71
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_far_clean	38.09
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_med_clean	38.53
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_test15_clean	34.82
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_test15_clo_clean	32.17
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_test15_clofarwall_clean	28.06
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_test15_clomed_clean	36.11
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_test15_far_clean	37.50
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_test15_med_clean	38.08
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_test15_tv_clean	34.26
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_test30_clean	35.15
resDet/_lda200_splday150_v1_voxceleb_div2_plda_adapt_slid_win_w1.5_s0.75_gtvad_cal_v1_jsalt19_spkdet_sri_eval_enr30_test30_clo_clean	32.28
